"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience Targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - other","Lifetime Talking About This (Post) by action type - share","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - other","Lifetime Post Stories by action type - share","Lifetime Post Consumers","Lifetime Post Consumptions","Lifetime Post consumers by type - link clicks","Lifetime Post consumers by type - other clicks","Lifetime Post consumers by type - photo view","Lifetime Post consumers by type - video play","Lifetime Post Consumptions by type - link clicks","Lifetime Post Consumptions by type - other clicks","Lifetime Post Consumptions by type - photo view","Lifetime Post Consumptions by type - video play","Lifetime Negative feedback","Lifetime Negative Feedback from Users","Lifetime Negative feedback - hide_all_clicks","Lifetime Negative feedback - hide_clicks","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Average time video viewed","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Video length","Lifetime Percentage of viewers at each interval (video post) - 0","Lifetime Percentage of viewers at each interval (video post) - 1","Lifetime Percentage of viewers at each interval (video post) - 2","Lifetime Percentage of viewers at each interval (video post) - 3","Lifetime Percentage of viewers at each interval (video post) - 4","Lifetime Percentage of viewers at each interval (video post) - 5","Lifetime Percentage of viewers at each interval (video post) - 6","Lifetime Percentage of viewers at each interval (video post) - 7","Lifetime Percentage of viewers at each interval (video post) - 8","Lifetime Percentage of viewers at each interval (video post) - 9","Lifetime Percentage of viewers at each interval (video post) - 10","Lifetime Percentage of viewers at each interval (video post) - 11","Lifetime Percentage of viewers at each interval (video post) - 12","Lifetime Percentage of viewers at each interval (video post) - 13","Lifetime Percentage of viewers at each interval (video post) - 14","Lifetime Percentage of viewers at each interval (video post) - 15","Lifetime Percentage of viewers at each interval (video post) - 16","Lifetime Percentage of viewers at each interval (video post) - 17","Lifetime Percentage of viewers at each interval (video post) - 18","Lifetime Percentage of viewers at each interval (video post) - 19","Lifetime Percentage of viewers at each interval (video post) - 20","Lifetime Percentage of viewers at each interval (video post) - 21","Lifetime Percentage of viewers at each interval (video post) - 22","Lifetime Percentage of viewers at each interval (video post) - 23","Lifetime Percentage of viewers at each interval (video post) - 24","Lifetime Percentage of viewers at each interval (video post) - 25","Lifetime Percentage of viewers at each interval (video post) - 26","Lifetime Percentage of viewers at each interval (video post) - 27","Lifetime Percentage of viewers at each interval (video post) - 28","Lifetime Percentage of viewers at each interval (video post) - 29","Lifetime Percentage of viewers at each interval (video post) - 30","Lifetime Percentage of viewers at each interval (video post) - 31","Lifetime Percentage of viewers at each interval (video post) - 32","Lifetime Percentage of viewers at each interval (video post) - 33","Lifetime Percentage of viewers at each interval (video post) - 34","Lifetime Percentage of viewers at each interval (video post) - 35","Lifetime Percentage of viewers at each interval (video post) - 36","Lifetime Percentage of viewers at each interval (video post) - 37","Lifetime Percentage of viewers at each interval (video post) - 38","Lifetime Percentage of viewers at each interval (video post) - 39","Lifetime Percentage of viewers at each interval (video post) - 40","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views"
518995791497187_1055953494468078,http://www.facebook.com/media/set/?set=ms.c.eJxNmFuyLSkIRGfUgQoC859YuzNvJed3BfIWqVoW0XFiZdly6%7E%3B%7E%3BWP7DXOp6%7E_BQwSywQWJY7ABTglkAT5gbvdb9mNAZSQlZuUkJU0gJCO3D8%7E%3BTslKHkq4QAG4YqlFcAXoh8uPousmpdWQmFgaCTpXStsJpLSDQEq7fkpvfxJu9GMPoB87BBI64svpSzckVgpQx5KOxXx4CVwCFyiCL8m%7E_UbmbsrI3wUhQx5GOcyBxl0A8P7J7D8CRieXQ7JaE00oMYAonFg9IqHLPBIGC8yaQlaBjvgZAqSljPzvP04k2GJwpOLRltirn9xD8kfgd2V0jQSArif7YJdfT4di2AVA6tU2mcPJR9GOCq0uwBkCp%7E_tQrCeRH0%7E%3BWpXNPskdlGj%7E_07AH0a6tMwRhsl4AQjAT%7E_iRiIo8bkebMutysVqgjUAjtkfCShN6dhGiRRAtK9%7E_AkyQrQGUqAEwq3wE%7E_3SrT383%7E_emoieXQ070GQOkE50YJE3DqOAMgodZ%7E_HUMJKQ2DUl3TCNbFpCMKRzRy4hqBwr%7E_LQFaSEpqWwbZcastIXMLQrQzO0zXhZxLIj2R%7E%3BTCxFsz7gECiWpsSRBNuypgyNC7QmFs7TNbF0E3wZu8bgdgpgjr2WF0Cxl56Cyy5c6sK76McaCVxTLxPADPJsgaKOL2PvzYIOuwMgcXRkb0qEANrS1ZZ3o7Zvfg6gjrHC8I%7E%3BCP84jipYDdqmUl52cKuV1Jlmvx3VcoBedAI%7E%3BkHKHZJbNcBHzC5zxNzdMbzNiEH7hia8IPKtU1vffwyABUztoHwMpUP5HT1CW8bFybaDlxXbfyJrO%7E_JME%7E_TfXpLXhqGjmXA9ZtjtAPja3LeZqap5eNa2rc28jHmdp28sjnWBrB%7E%3BgNwpHIAlOqxeKsJJT4ruQhSYDMfWllyHwIp3c4jMrtR%7E%3Batn7bnII5I4mxIxABJ7jtAPvQ0P4IhGTnL0XY2%7E_9CSQlSAYxwKtbbYFmkA68CJbj%7E_tJUAMOgcLPIFAsScdCSgsD5SxlvTaB%7E%3BCiHjsl6oR2utuDk6LsafQ9Ah40EddyRQMNsNczPjR%7E%3BQCH6zBkr1JNVixrSNP4Aj%7E_UVbLPZWTn%7E%3BLxe%7E_I%7E%3BKhNs3pfngQck%7E_vFkRMaOW%7E_gE6wBOLJdICkhs3waY2LxQ%7E_AjAR16X8qDEl%7E%3BWizNo%7E_wC6rpFTwWjdBkCphnShg2xWhWIHlTqouAaG1sDiGhhaA%7E_ui17cW%7E_OJ7G3pvf%7E_sYJBQtx9bsDpV0fcn1Mvih21AY%7E_09CZtmWW21ZXBRDi2JxSoWmVHEv3FqdqhD%7E_wx%7E%3BA54qVom2DY7MqtFEiRuJSogRYbM2x1%7E_o4ogW%7E_Fz1d0sElb%7E_WA4pGvts2dLlSo3sj6bAbNseWqXG%7E%3Bq0OPZ%7E%3BFyZ3eFtGwAqVHNsLY2tPtSh17QdrrvGRbNxXY3bbNxS4zYb12t0UKnmR7OTZ5l4AEcmH8Gs2wBmXXMd8%7E_EHZDaY06Mj%7E%3BKyeZeJ9yRCoUL81wWyWib6Y2u8r4AMJ13NiKfT67A5v1EIiR4KO6c51G4Ey1nRMc72bjpkca6ZwXGef5vRp0%7E_z9J%7E%3BHWQtblm0EP4Gbn9%7E%3B3yQFLCPrDgmJWOLDSdf2vPD0AipYMD1r4Be41fJ24DkEK9%7E_w80QQ2Aji%7E_W3xF4ehTLOTwixxw3KpeU8htZfzd%7E_3wSUuB%7E%3Bggna%7E_Be0B3P209T9w16NB.bps.a.1055953494468078.1073741877.518995791497187&amp;type=1,"Students of Advanced Graphics and Interaction at KTH Royal Institute of Technology present their course projects at Comic Con Stockholm as part of their course examination. For more information, please visit:
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Photo,,,"10/31/2015 02:40:04 PM"," ",1470,1470,0,3769,3769,0,233,4,43,,7,4,57,,11,204,9409,3,85,186,,3,172,9234,,1,1,1,,1,,1272,359,0,0,78,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1055770027819758,https://www.facebook.com/VisualizationStudio/videos/1055770027819758/,"Our report from Saturday at Comic Con Stockholm: our students have not stopped exhibiting for a single minute since 10:00 and people are having a great time!",Video,,,"10/31/2015 05:21:43 AM"," ",1095,1095,0,2089,2089,0,37,,10,,1,,11,,1,31,46,,12,1,23,,21,1,24,0,0,,,,,967,323,0,0,19,38552,22,20,0,0,168798,1,0.9207,0.689,0.5854,0.4573,0.4207,0.3598,0.2805,0.2744,0.2683,0.2439,0.2439,0.2195,0.2073,0.1951,0.189,0.189,0.189,0.1829,0.1768,0.1768,0.1707,0.1646,0.1585,0.1402,0.1463,0.1402,0.1402,0.122,0.1341,0.1463,0.1524,0.1524,0.1402,0.1341,0.1341,0.1341,0.1341,0.1341,0.1341,0.1098,187,148,0,0
518995791497187_1055528081177286,https://www.facebook.com/VisualizationStudio/videos/1055528081177286/,"Our Padawan 101 students of Advanced Graphics and Interaction wait for you during Comic Con Stockholm over the weekend at Friends Arena. Join us!
Padawan 101 is an immersive training program for young jedis where the learners battle training spheres eager to shoot and shock them. The experience combines accelerometer and gyroscope sensing on the phone to orient a light saber virtually attached to it, a skeleton tracked by a Microsoft Kinect that allows the young jedi to move the sword around and the virtual reality experience of the Oculus Rift augmented with sound effects.
For more information, please visit:
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Video,,,"10/30/2015 04:09:33 PM"," ",28340,28340,0,29112,29112,0,445,,8,,2,,10,,2,441,759,1,334,1,395,1,356,1,401,0,0,,,,,873,316,0,0,29,20098,283,270,0,0,30030,0.9617,1,0.9853,0.9853,0.9214,0.8625,0.8507,0.8409,0.8271,0.7898,0.7397,0.7033,0.6758,0.667,0.6532,0.6424,0.6248,0.6012,0.5864,0.5737,0.5717,0.5619,0.5589,0.5481,0.5255,0.5039,0.4725,0.4312,0.3772,0.3418,0.2957,0.2387,0.2063,,,,,,,,,1037,972,0,0
518995791497187_1055303611199733,https://www.facebook.com/VisualizationStudio/videos/1055303611199733/,"Our first report from the ground: Advanced graphics and interaction very much on-demand",Video,,,"10/30/2015 03:45:53 AM"," ",2014,2014,0,4165,4165,0,130,,35,,5,,42,,7,110,171,,67,2,72,,86,3,82,0,0,,,,,1601,529,0,0,62,31978,96,92,0,0,94880,0.9879,1,0.7862,0.6776,0.6034,0.5414,0.4897,0.4534,0.4138,0.3793,0.3603,0.3552,0.3345,0.3172,0.3017,0.2828,0.2741,0.269,0.2552,0.2431,0.2483,0.2414,0.231,0.2276,0.2241,0.231,0.2241,0.2155,0.2034,0.2034,0.2052,0.2086,0.2121,0.2069,0.1948,0.1793,0.1776,0.1741,0.1655,0.1586,0.1448,619,507,0,0
518995791497187_1055253817871379,https://www.facebook.com/VisualizationStudio/videos/1055253817871379/,"Our Blopper students of Advanced Graphics and Interaction wait for you during Comic Con Stockholm starting today, Friday, and over the weekend at Friends Arena. Join us!
Blopper is a full-body immersion into a game of balloon popping. It combines a Microsoft Kinect with a Google Cardboard and an Android Samsung.
For more information, please visit:
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Video,,,"10/30/2015 12:02:16 AM"," ",1038,1038,0,2178,2178,0,60,,8,,2,,10,,2,57,87,2,33,2,37,2,45,2,38,0,0,,,,,934,324,0,0,32,20081,64,64,0,0,34401,0.9311,1,1,0.977,0.9213,0.8328,0.7869,0.7311,0.6885,0.6656,0.6328,0.6197,0.6,0.5705,0.5508,0.541,0.541,0.5311,0.5082,0.4951,0.4754,0.459,0.4361,0.4197,0.4033,0.3639,0.3279,0.318,0.3049,0.3049,0.2852,0.2656,0.2426,0.223,0.2197,0.1902,0.1738,,,,,310,256,0,0
518995791497187_1055070777889683,https://www.facebook.com/VisualizationStudio/videos/1055070777889683/,"Our Shmooning students of Advanced Graphics and Interaction wait for you during Comic Con Stockholm starting tomorrow Friday and over the weekend at Friends Arena. Join us!
Shmooning is the virtual reality experience of an astronaut struggling to return to moonbase battling through paratrooping martians. It combines Wii-mote control with Oculus Rift immersion. 
For more information, please visit: 
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Video,,,"10/29/2015 01:30:53 PM"," ",998,998,0,1917,1917,0,38,,13,,1,,16,,1,28,38,,14,,17,,20,,18,0,0,,,,,899,340,0,0,23,22978,41,37,0,0,59993,0.9565,1,0.9783,0.8304,0.7261,0.6304,0.5652,0.5435,0.4696,0.4261,0.3826,0.3522,0.313,0.3087,0.2957,0.2739,0.2739,0.2783,0.2783,0.2783,0.2783,0.2739,0.2522,0.2435,0.2304,0.2217,0.2174,0.2174,0.2087,0.2043,0.1957,0.187,0.1913,0.1913,0.1957,0.1957,0.1913,0.187,0.1783,0.1435,0.1261,237,181,0,0
518995791497187_1055046427892118,https://www.facebook.com/VisualizationStudio/videos/1055046427892118/,"Our Shmooning students of Advanced Graphics and Interaction wait for you during Comic Con Stockholm this starting tomorrow Friday and over the weekend at Friends Arena. Join us!
Shmooning is the virtual reality experience of an astronaut returning to moon base battling through a field of paratrooping martians. It connects Wii-mote controls with Oculus Rift.
For more information, please visit: 
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Video,,,"10/29/2015 12:30:26 PM"," ",1,1,0,1,1,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,,1,1,0,0,0,6080,0,0,0,0,89189,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
518995791497187_1054914054572022,https://www.facebook.com/VisualizationStudio/posts/1054914054572022,"Look, look! Our space is already built and waiting for our installation. It is the long one in the center with the three tall walls at a 45 degree angle.",Photo,,,"10/29/2015 05:28:00 AM"," ",338,338,0,676,676,0,24,,1,,,,1,,,23,25,,17,6,,,19,6,,0,0,,,,,546,239,0,0,23,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1054473021282792,https://www.facebook.com/VisualizationStudio/posts/1054473021282792,"Our BRARWL students of Advanced Graphics and Interaction wait for you during Comic Con Stockholm this weekend at Friends Arena. Join us!

BRARWL is a multiplayer fighting game in augmented reality for mobile devices. By looking on the game board through the camera on the device, the player controls a fighter with an on-screen gamepad.
For more information, please visit: 
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Link,,,"10/28/2015 03:24:57 AM"," ",1462,1462,0,3168,3168,0,78,2,47,,3,3,68,,4,43,60,17,29,,,20,40,,,0,0,,,,,804,286,0,0,25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1054107307986030,https://www.facebook.com/VisualizationStudio/videos/1054107307986030/,"Our BRARWL students of Advanced Graphics and Interaction wait for you during Comic Con Stockholm this weekend at Friends Arena. Join us!

BRARWL is a multiplayer fighting game in augmented reality for mobile devices. By looking on the game board through the camera on the device, the player can control the character with an on-screen gamepad.
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Video,,,"10/27/2015 07:17:09 AM"," ",3,3,0,3,3,0,1,,,,,,,,,1,1,,1,,,,1,,,0,0,,,,,3,3,0,0,1,22433,0,0,0,0,84360,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
518995791497187_1054056411324453,https://www.facebook.com/VisualizationStudio/posts/1054056504657777,"The KTH Royal Institute of Technology Advanced Graphics and Interaction 2015 students and the Visualization Studio VIC invite you to experience the future of interactive graphics through our students' six state of the art projects at Comic Con Stockholm in Friends Arena. For more information please visit: https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Photo,,,"10/27/2015 05:02:02 AM"," ",5,5,0,5,5,0,20,1,9,,,1,9,,,12,27,,,12,,,,27,,0,0,,,,,0,0,0,0,11,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1054026564660771,https://www.facebook.com/VisualizationStudio/videos/1054026564660771/,"Our BrARwl students of Advanced Graphics and Interaction wait for you during Comic Con Stockholm this weekend at Friends Arena. Join us to get a glimpse into the future of mobile games!
BrARwl is an augmented reality game where multiple players use their phone's camera and screen to peek into a fantasy world of gladiators and control their champion to be the last standing. Join us, it's terribly fun and innovative! 
For more information, please visit: 
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Video,,,"10/27/2015 03:24:06 AM"," ",0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,84360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1053822668014494,https://www.facebook.com/VisualizationStudio/videos/1053822668014494/,"Our Teamtris students of Advanced Graphics and Interaction wait for you during Comic Con Stockholm this weekend at Friends Arena. Join us!

Teamtris provides two orthogonal views of the same tower of blocks where two players rotate and translate the blocks communicating to collaboratively improve their score. It is a new mind bender of the old game of skill. 
For more information, please visit: 
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Video,,,"10/26/2015 03:38:37 PM"," ",945,945,0,1934,1934,0,98,2,22,,1,2,31,,8,87,128,1,38,2,56,2,64,3,59,0,0,,,,,833,269,0,0,47,17821,129,111,0,0,31464,0.952,1,0.9942,0.9789,0.8522,0.7697,0.6833,0.6488,0.5969,0.5605,0.524,0.4875,0.4664,0.4472,0.4184,0.4146,0.3877,0.3589,0.3532,0.334,0.3186,0.3033,0.2917,0.2879,0.2783,0.2706,0.2687,0.2668,0.2572,0.2572,0.2495,0.2399,0.2073,,,,,,,,,530,403,0,0
518995791497187_1053626014700826,https://www.facebook.com/VisualizationStudio/videos/1053626014700826/,"Our Mad Sand students of Advanced Graphics and Interaction wait for you during Comic Con Stockholm this weekend at Friends Arena. Join us!

Mad Sand is an augmented-reality asymmetrical game for two people to drive a penguin over a changing landscape and collect as much candy as possible. It's fun and innovative! For more information, please visit: 
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Video,,,"10/26/2015 06:10:53 AM"," ",2967,2967,0,6601,6601,0,259,9,56,,3,12,80,,12,222,353,7,132,3,142,8,182,8,155,1,1,,1,,1,1117,341,0,0,80,23195,467,419,0,0,32465,0.9495,1,0.9886,0.9658,0.8916,0.846,0.8077,0.7897,0.7498,0.7262,0.7058,0.6822,0.6691,0.639,0.6251,0.6088,0.5949,0.5721,0.555,0.5444,0.5314,0.5249,0.5159,0.5102,0.4947,0.4857,0.4703,0.4572,0.445,0.4295,0.4197,0.4075,0.3977,0.392,0.3839,0.3725,0.3578,,,,,1255,1021,0,0
518995791497187_1052337164829711,https://www.facebook.com/VisualizationStudio/posts/1052337164829711,"With just one week to go, we are very excited about showing you the advanced graphics and interaction projects at Comic Con Stockholm! Join us!

For more information on the projects, please visit: 
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Link,,,"10/23/2015 08:24:13 AM"," ",128,128,0,407,407,0,5,,4,,,,4,,,2,4,1,2,,,1,3,,,0,0,,,,,345,87,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1039929309403830,https://www.facebook.com/VisualizationStudio/posts/1039929309403830,"Two years ago today Mario is quoted predicting Google Glasses will most likely not be accepted because of societal norms about privacy, fashion, and the limits of interaction during face-to-face communication. #throwbackthursday",Link,,,"10/15/2015 05:38:01 AM"," ",2172,2172,0,4613,4613,0,185,2,39,,1,3,42,,1,157,209,84,88,,,88,121,,,0,0,,,,,1773,567,0,0,108,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1046178705445557,https://www.facebook.com/VisualizationStudio/posts/1046178722112222,"Perfect October skies.",Photo,,,"10/09/2015 04:35:03 AM"," ",147,147,0,202,202,0,31,,11,,,,11,,,23,37,,4,20,,,4,33,,0,0,,,,,6,2,0,0,20,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1069464769733001,https://www.facebook.com/events/1069464769733001/,"AGI15 present",Status,,,"10/07/2015 07:38:07 AM"," ",153,153,0,368,368,0,41,6,34,3,,8,53,11,,4,4,,4,,,,4,,,0,0,,,,,330,127,0,0,22,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1045417102188384,https://www.facebook.com/VisualizationStudio/posts/1045417102188384,"Sweden in the news again for good reasons.",Link,,,"10/07/2015 06:59:56 AM"," ",367,367,0,1017,1017,0,18,,8,,,,8,,,11,12,10,1,,,11,1,,,0,0,,,,,880,267,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1045389962191098,https://www.facebook.com/VisualizationStudio/posts/1045389962191098,"From the Earth to the Big Bang",Photo,,,"10/07/2015 05:36:48 AM"," ",264,264,0,693,693,0,16,,8,,,,8,,,9,14,,8,1,,,13,1,,0,0,,,,,573,175,0,0,14,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1045388522191242,https://www.facebook.com/VisualizationStudio/posts/1045388572191237,"Visualization Studio VIC's cover photo",Photo,,,"10/07/2015 05:31:58 AM"," ",21,21,0,32,32,0,13,1,1,,,2,1,,,13,29,,,13,,,,29,,0,0,,,,,0,0,0,0,7,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1044963668900394,https://www.facebook.com/VisualizationStudio/posts/1044963732233721,"Some of our Fall 2015 activities. For more information:
https://www.kth.se/profile/marior/",Photo,,,"10/06/2015 05:38:57 AM"," ",11,11,0,16,16,0,19,,1,,,,1,,,18,41,,,18,,,,41,,0,0,,,,,0,0,0,0,14,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1044960025567425,https://www.facebook.com/VisualizationStudio/posts/1044960025567425:0,"Mario presenting some of our Fall 2015 activities. For more info:
https://www.kth.se/profile/marior/",Photo,,,"10/06/2015 05:26:27 AM"," ",400,400,0,1370,1370,0,59,1,11,,2,1,16,,4,54,110,2,17,52,,2,24,84,,0,0,,,,,617,164,0,0,40,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1044648475598580,https://www.facebook.com/VisualizationStudio/posts/1044648475598580,"We're planning big things with our friends at the Dome of Visions SE. Stay tuned! And in the meantime you can stop for a hot cup of coffee and check out the wonderful space they have created.",Photo,,,"10/05/2015 09:26:23 AM"," ",260,260,0,695,695,0,21,2,8,,2,3,9,,2,12,16,,9,4,,,12,4,,0,0,,,,,438,120,0,0,15,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1044525568944204,https://www.facebook.com/VisualizationStudio/posts/1044525568944204,"Our spin off Flying Colors 3D getting recognition. Cheers!",Link,,,"10/05/2015 02:50:24 AM"," ",475,475,0,1123,1123,0,24,,11,,1,,11,,1,14,19,9,8,,,10,9,,,0,0,,,,,705,275,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1043303402399754,https://www.facebook.com/VisualizationStudio/posts/1043303402399754:0,"GIS students testing the multiplayer augmented reality game brARwl.",Photo,,,"10/02/2015 05:59:11 AM"," ",302,302,0,668,668,0,24,,4,,,,4,,,23,43,,10,22,,,12,31,,0,0,,,,,531,201,0,0,15,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1043302169066544,https://www.facebook.com/VisualizationStudio/posts/1043302169066544:0,"GIS students testing an embodied sculpting experience that includes stereoscopic first-person active projection with sound and haptic feedback. In other words, you see, hear, and feel that the model is physically in front of you.",Photo,,,"10/02/2015 05:56:54 AM"," ",216,216,0,480,480,0,23,2,4,,,2,4,,,20,24,,3,18,,,3,21,,0,0,,,,,404,161,0,0,15,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1043299309066830,https://www.facebook.com/VisualizationStudio/posts/1043299309066830:0,"GIS students exploring MadSand. That is, geographic information systems students are exploring an interactive and immersive augmented reality experience where the user modifies the geography of the game by literally digging into physical sand",Photo,,,"10/02/2015 05:49:43 AM"," ",681,681,0,1380,1380,0,46,,17,,1,,19,,1,32,60,,17,24,,,21,39,,0,0,,,,,695,285,0,0,27,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1043297072400387,https://www.facebook.com/VisualizationStudio/posts/1043297072400387:0,"GIS students testing MadSand!",Photo,,,"10/02/2015 05:42:12 AM"," ",183,183,0,396,396,0,29,,10,,1,,12,,1,25,42,,3,23,,,4,38,,0,0,,,,,323,125,0,0,20,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1043256465737781,https://www.facebook.com/VisualizationStudio/posts/1043256465737781:0,"This morning we had a group of students in journalism from Stockholm university visiting. We had an inspiring seminar on the future of storytelling, journalism and the possible role for interactive technologies",Photo,,,"10/02/2015 03:39:21 AM"," ",349,349,0,702,702,0,42,,8,,1,,8,,1,35,67,,18,23,,,23,44,,1,1,,1,,1,506,224,0,0,31,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1042426432487451,https://www.facebook.com/VisualizationStudio/posts/1042426432487451,"We are in the EIT ICT Labs Master School NEWS!",Link,,,"09/30/2015 04:55:59 AM"," ",918,918,0,1948,1948,0,49,2,9,,1,2,11,,1,42,56,41,6,,,44,12,,,0,0,,,,,795,319,0,0,36,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1041931705870257,https://www.facebook.com/VisualizationStudio/posts/1041931705870257,"Looking good Sweden! ;)",Link,,,"09/29/2015 12:28:48 AM"," ",1353,1353,0,3162,3162,0,62,,14,,4,,14,,4,50,58,43,9,,,48,10,,,0,0,,,,,1466,461,0,0,39,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1041648862565208,https://www.facebook.com/VisualizationStudio/posts/1041652842564810:0,"Visualization Studio VIC - Advanced Graphics and Interaction students at ForskarFredag 2015.",Photo,,,"09/25/2015 06:00:00 AM"," ",213,213,0,373,373,0,47,1,10,,1,1,10,,1,39,96,2,7,36,,2,11,83,,0,0,,,,,64,37,0,0,31,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1042778842452210,https://www.facebook.com/VisualizationStudio/posts/1042779599118801:0,"ForskarFredag 2015",Photo,,,"09/25/2015 05:27:00 AM"," ",0,0,0,0,0,0,74,,,,,,,,,74,182,,,74,,,,182,,0,0,,,,,0,0,0,0,46,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1042778685785559,https://www.facebook.com/VisualizationStudio/posts/1042779562452138:0,"ForskarFredag 2015",Photo,,,"09/25/2015 03:21:00 AM"," ",0,0,0,0,0,0,39,,,,,,,,,39,70,,,39,,,,70,,0,0,,,,,0,0,0,0,24,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
