"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience Targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - other","Lifetime Talking About This (Post) by action type - share","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - other","Lifetime Post Stories by action type - share","Lifetime Post Consumers","Lifetime Post Consumptions","Lifetime Post consumers by type - link clicks","Lifetime Post consumers by type - other clicks","Lifetime Post consumers by type - photo view","Lifetime Post consumers by type - video play","Lifetime Post Consumptions by type - link clicks","Lifetime Post Consumptions by type - other clicks","Lifetime Post Consumptions by type - photo view","Lifetime Post Consumptions by type - video play","Lifetime Negative feedback","Lifetime Negative Feedback from Users","Lifetime Negative feedback - hide_all_clicks","Lifetime Negative feedback - hide_clicks","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Average time video viewed","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Video length","Lifetime Percentage of viewers at each interval (video post) - 0","Lifetime Percentage of viewers at each interval (video post) - 1","Lifetime Percentage of viewers at each interval (video post) - 2","Lifetime Percentage of viewers at each interval (video post) - 3","Lifetime Percentage of viewers at each interval (video post) - 4","Lifetime Percentage of viewers at each interval (video post) - 5","Lifetime Percentage of viewers at each interval (video post) - 6","Lifetime Percentage of viewers at each interval (video post) - 7","Lifetime Percentage of viewers at each interval (video post) - 8","Lifetime Percentage of viewers at each interval (video post) - 9","Lifetime Percentage of viewers at each interval (video post) - 10","Lifetime Percentage of viewers at each interval (video post) - 11","Lifetime Percentage of viewers at each interval (video post) - 12","Lifetime Percentage of viewers at each interval (video post) - 13","Lifetime Percentage of viewers at each interval (video post) - 14","Lifetime Percentage of viewers at each interval (video post) - 15","Lifetime Percentage of viewers at each interval (video post) - 16","Lifetime Percentage of viewers at each interval (video post) - 17","Lifetime Percentage of viewers at each interval (video post) - 18","Lifetime Percentage of viewers at each interval (video post) - 19","Lifetime Percentage of viewers at each interval (video post) - 20","Lifetime Percentage of viewers at each interval (video post) - 21","Lifetime Percentage of viewers at each interval (video post) - 22","Lifetime Percentage of viewers at each interval (video post) - 23","Lifetime Percentage of viewers at each interval (video post) - 24","Lifetime Percentage of viewers at each interval (video post) - 25","Lifetime Percentage of viewers at each interval (video post) - 26","Lifetime Percentage of viewers at each interval (video post) - 27","Lifetime Percentage of viewers at each interval (video post) - 28","Lifetime Percentage of viewers at each interval (video post) - 29","Lifetime Percentage of viewers at each interval (video post) - 30","Lifetime Percentage of viewers at each interval (video post) - 31","Lifetime Percentage of viewers at each interval (video post) - 32","Lifetime Percentage of viewers at each interval (video post) - 33","Lifetime Percentage of viewers at each interval (video post) - 34","Lifetime Percentage of viewers at each interval (video post) - 35","Lifetime Percentage of viewers at each interval (video post) - 36","Lifetime Percentage of viewers at each interval (video post) - 37","Lifetime Percentage of viewers at each interval (video post) - 38","Lifetime Percentage of viewers at each interval (video post) - 39","Lifetime Percentage of viewers at each interval (video post) - 40","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views"
518995791497187_876124755784287,https://www.facebook.com/VisualizationStudio/posts/876124755784287,"By combining the technologies of shear wave elastography and ultrasound, researchers Elira Maksuti and Erik Widmanh have developed an inexpensive and non-invasive method not only for checking the stiffness of blood vessels, but for analyzing the type of plaque present in the artery.",Link,,,"12/03/2014 04:58:36 AM"," ",144,144,0,412,412,0,2,,2,,,,2,,,1,3,,1,,,,3,,,0,0,,,,,324,80,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_875886082474821,https://www.facebook.com/VisualizationStudio/posts/875886082474821,"We are on the official KTH front page. Thank you!",Link,,,"12/02/2014 09:55:01 PM"," ",406,406,0,985,985,0,28,1,12,,1,1,14,,2,17,31,9,8,,,10,21,,,0,0,,,,,380,115,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_875705372492892,https://www.facebook.com/VisualizationStudio/videos/875705372492892/,"In this video, we show five views of the same 3D environment from different perspectives. Two people are wearing Epson Moverio BT-200s, one person is using a tablet, one person is using a laptop, and an entire group is viewing a 184-inch screen in 4K resolution. The Epson Moverios and the tablet have augmented reality, first-person perspectives of the action. This is a sample of the three surprise projects we will share at our Open House this Friday afternoon.

https://www.facebook.com/events/837945829571698/
Just another day",Video,,,"12/02/2014 07:38:56 AM"," ",5176,5176,0,13498,13498,0,496,2,20,,7,3,25,,33,490,865,,384,,210,,625,,240,0,0,,,,,1822,360,0,0,68,47929,574,540,0,0,51217,1,0.8126,0.7095,0.6548,0.6028,0.5648,0.5262,0.5053,0.4925,0.4796,0.4611,0.4468,0.443,0.4297,0.4197,0.4095,0.3975,0.3873,0.3709,0.3585,0.3358,0.3152,0.2952,0.2784,0.2421,0.229,0.2213,0.2066,0.1953,0.1898,0.1822,0.175,0.1624,0.1603,0.1484,0.1364,0.1346,0.1251,0.1145,0.1029,0.0874,2283,1972,0,0
518995791497187_875544882508941,https://www.facebook.com/VisualizationStudio/posts/875544882508941,"Arthur C. Clarke foreseeing the internet in 2001 all the way back from 1974.",Link,,,"12/02/2014 12:15:01 AM"," ",348,348,0,1073,1073,0,25,,2,,1,,2,,1,25,45,,25,,,,45,,,0,0,,,,,1001,295,0,0,23,0,0,0,0,0,93950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_875521405844622,https://www.facebook.com/VisualizationStudio/posts/875521405844622,"There's popping up DIY communities for all sorts of things. Here's an inspirational one for indoor gardening.

http://www.spacebuckets.com",Link,,,"12/01/2014 10:34:43 PM"," ",121,121,0,338,338,0,4,,,,,,,,,4,5,3,1,,,3,2,,,0,0,,,,,285,80,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_875331985863564,https://www.facebook.com/VisualizationStudio/posts/875331985863564,"Important news: Apply to scholarships to study for free at KTH. Application open until January 15.",Link,,,"12/01/2014 12:40:29 PM"," ",163,163,0,414,414,0,8,,2,,,,2,,,7,14,5,2,,,5,9,,,0,0,,,,,354,112,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_875305192532910,https://www.facebook.com/VisualizationStudio/posts/875305192532910,"Dr. Mario Giardini (PEEK hardware engineer): &quot;The retina adapter is the most exciting device I have ever designed. It is incredibly simple and yet it will change the way we look at eyes.&quot;",Link,,,"12/01/2014 11:28:56 AM"," ",199,199,0,518,518,0,14,,4,,3,,5,,3,9,17,4,5,,,4,13,,,1,1,,1,,1,461,148,0,0,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_875113379218758,https://www.facebook.com/VisualizationStudio/posts/875113379218758,"Ambjörn Naeve's last lecture. Farewell good friend!",Photo,,,"12/01/2014 05:18:32 AM"," ",411,411,0,1256,1256,0,59,,7,,1,,8,,1,54,102,,53,3,,,99,3,,0,0,,,,,790,204,0,0,41,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_875047695891993,https://www.facebook.com/VisualizationStudio/posts/875047695891993,"Behold! Our all-time record-reaching post: 3,578 people reached and counting! Have a great Monday everyone!",Link,,,"12/01/2014 02:17:30 AM"," ",172,172,0,585,585,0,15,,1,,,,2,,,14,25,,14,,,,25,,,0,0,,,,,379,109,0,0,13,0,0,0,0,0,43476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_874690709261025,https://www.facebook.com/VisualizationStudio/posts/874690709261025,"Wanderers by Erik Wernquist exquisitely takes Carl Sagan to the future exploration of our solar system.",Link,,,"11/30/2014 09:19:24 AM"," ",200,200,0,522,522,0,10,,4,,1,,4,,1,7,13,5,3,,,5,8,,,0,0,,,,,453,152,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_874627492600680,https://www.facebook.com/VisualizationStudio/posts/874627492600680,"Pretty harsh review... Anyone tried? http://youtu.be/nBUWxROnqwA",Link,,,"11/30/2014 07:10:51 AM"," ",394,394,0,975,975,0,58,,2,,,,2,,,58,62,56,4,,,58,4,,,0,0,,,,,897,336,0,0,54,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_874483575948405,https://www.facebook.com/VisualizationStudio/posts/874483575948405:0,"When an artist is master of the material, the artist is also a scientist. Here is the high-speed water and ink photography of Alberto Seveso for your Sunday morning art and science dosis: http://burdu976.com/ .",Photo,,,"11/30/2014 01:25:00 AM"," ",160,160,0,496,496,0,23,,3,,,,3,,,22,42,2,10,16,,2,20,20,,0,0,,,,,468,135,0,0,19,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_873680782695351,https://www.facebook.com/VisualizationStudio/posts/873680782695351:0,"Have a wonderful weekend! Remember, you are all welcome to the family-friendly Open House next Friday, Dec 5 from 3-7PM. RSVP: bit.ly/AGI-OH.",Photo,,,"11/28/2014 11:00:01 AM"," ",327,327,0,884,884,0,18,,3,,2,,5,,2,15,34,2,7,9,,2,10,22,,0,0,,,,,542,159,0,0,11,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_873592256037537,https://www.facebook.com/VisualizationStudio/posts/873592256037537,"This is it it! The real thing. Enjoy your weekends with &quot;an awakening&quot;.",Link,,,"11/28/2014 07:29:46 AM"," ",238,238,0,639,639,0,33,,5,,1,,6,,1,32,67,,32,,,,67,,,0,0,,,,,543,178,0,0,27,0,0,0,0,0,86196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_873525819377514,http://www.facebook.com/media/set/?set=ms.c.eJw1yckNACAMA7CNUNODpPsvhkThaVmM8mp0kGW5dC1uywTrW06YEs%7E_N%7E_W%7E%3Bt%7E_TiIbRAl.bps.a.873525819377514.1073741859.518995791497187&amp;type=1,"Scott B. Baden from the Department of Computer Science and Engineering University of California, San Diego gave a presentation on how scientist from different areas can translate their work to utilize the HPC domain. Title: &quot;Engineering for High Performance through Domain Specific Translations&quot;

Abstract:
Building a high performance application is a time consuming task: the programmer must manage locality and parallelism at  multiple levels, entailing considerable code restructuring.  Most users would rather remain aloof of the details.

I will describe research  in domain specific translation that significantly reduces the programmer's burden: restructuring MPI applications to tolerate communication delays automatically, generating MPI code (and CUDA) for stencil methods.

I will show that Domain specific translation enables the domain scientist to remain focused on the domain science, while realizing performance usually attributed to expert coders on a range of platforms. I will close by sketching some details of ongoing research in run time techniques that may one day be incorporated into future translators.",Photo,,,"11/28/2014 04:51:15 AM"," ",58,58,0,134,134,0,14,,3,,,,3,,,12,55,,5,9,,,14,41,,0,0,,,,,96,24,0,0,4,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_873515672711862,http://www.facebook.com/media/set/?set=ms.c.eJw9y8ERACEIQ9GOdgyCCf035o6Ixzf5EWcgOHJSYfHpeg0PpLVpBP7gWn56oHc%7E%3BvfT%7E_1Wd7Vf%7E_sMjeAhRoS.bps.a.873515672711862.1073741858.518995791497187&amp;type=1,"The Stockholm Virtual Reality Hack-Meetup Group met at VIC for some magic and for some PodRacing! 
http://www.student.nada.kth.se/~ahrsjo/AGI14/PodRacer/",Photo,,,"11/28/2014 04:26:23 AM"," ",60,60,0,134,134,0,13,,3,,,,3,,,11,58,,5,8,,,6,52,,0,0,,,,,95,22,0,0,6,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_873545812708848,https://www.facebook.com/VisualizationStudio/videos/873545812708848/,"Augmented Reality on a 4K - four-meter screen!
We have a camera, a printed marker called a Fiducial, some simple computer vision tracking the marker, and 3D graphics registered on it so that the physical sheet of paper is augmented with the 3D graphics and we are projecting this on the studio wall of 10-square meters and 10 million pixels. Just another day at VIC.",Video,,,"11/28/2014 03:00:00 AM"," ",3774,3774,0,9533,9533,0,323,1,28,,5,1,37,,26,310,484,,209,,166,,287,,197,0,0,,,,,1258,368,0,0,71,43476,560,513,0,0,43476,1,0.8881,0.7806,0.7315,0.6946,0.6449,0.6224,0.606,0.5801,0.544,0.5344,0.5149,0.4873,0.4805,0.4734,0.4494,0.439,0.4401,0.4214,0.4061,0.4004,0.3689,0.3519,0.3488,0.336,0.319,0.3116,0.2967,0.2509,0.2398,0.2387,0.2147,0.2063,0.1995,0.1791,0.1682,0.1635,0.1529,0.1119,0.1073,0.1036,1684,1495,0,0
518995791497187_873428372720592,https://www.facebook.com/VisualizationStudio/posts/873428372720592:0,"Early Friday morning meeting with John Fuller from Avalanche Studios in the Games design course.",Photo,,,"11/27/2014 11:27:38 PM"," ",254,254,0,695,695,0,23,,5,,1,,5,,1,20,42,,12,16,,,16,26,,0,0,,,,,490,143,0,0,18,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_873261219403974,https://www.facebook.com/VisualizationStudio/posts/873261219403974,"Wall of Fame at Visualization Studio VIC!",Photo,,,"11/27/2014 02:20:26 PM"," ",79,79,0,225,225,0,9,,3,,2,,4,,2,8,18,,8,,,,18,,,0,0,,,,,199,56,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_872533146143448,https://www.facebook.com/VisualizationStudio/posts/872533146143448:0,"This morning we had a wonderful time touring the universe with our friends from second grade at Futuraskolan. Thank you so much for those inquisitive minds! And thank you Uniview!",Photo,,,"11/26/2014 04:18:41 AM"," ",368,368,0,958,958,0,28,1,9,,1,2,11,,2,21,96,,15,14,,,67,29,,0,0,,,,,608,185,0,0,23,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_872014316195331,https://www.facebook.com/VisualizationStudio/posts/872014316195331,"Visualizing music directly over matter - Cymatics by Nigel Stanford.",Link,,,"11/25/2014 06:01:20 AM"," ",734,734,0,1695,1695,0,19,2,11,,3,3,15,,3,10,29,7,6,,,7,22,,,2,2,1,1,1,1,648,195,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_871657739564322,https://www.facebook.com/VisualizationStudio/posts/871657739564322,"We congratulate our friend Fredrik Enoksson for his successful PhD defense today. Enjoy the celebrations tonight Dr. Enoksson!",,,,"11/24/2014 01:20:55 PM"," ",141,141,0,458,458,0,27,,4,,,,6,,,25,58,,23,2,,,56,2,,0,0,,,,,400,108,0,0,23,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_871434276253335,https://www.facebook.com/VisualizationStudio/posts/871434276253335,"Remember, on Friday December 5 from 3-7 pm, we are hosting the AGI open house for everyone. Bring family and friends. The projects are particularly family-friendly. To make sure we have enough space and time, please RSVP this doodle: bit.ly/AGI-OH.",Link,,,"11/24/2014 04:41:31 AM"," ",143,143,0,552,552,0,15,,4,,1,,8,,1,13,33,,13,,,,33,,,0,0,,,,,428,73,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_871064146290348,https://www.facebook.com/VisualizationStudio/posts/871064146290348,"Enjoy your Sunday night leisure reading with some macro cosmic web of galaxies.",Link,,,"11/23/2014 10:08:31 AM"," ",149,149,0,459,459,0,2,,,,,,,,,2,2,2,,,,2,,,,0,0,,,,,437,130,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_870361199693976,https://www.facebook.com/VisualizationStudio/posts/870361199693976:0,"Check out our posters for our Open House on Dec 5. Enjoy your Saturdays!",Photo,,,"11/22/2014 02:49:33 AM"," ",249,249,0,620,620,0,18,,4,,1,,4,,1,14,29,,8,11,,,15,14,,0,0,,,,,352,118,0,0,14,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_870043426392420,https://www.facebook.com/VisualizationStudio/posts/870043426392420,"Our friends at Fuffr are kickstarting with style! We look forward to our students developing multi-touch interaction off the phone for exciting apps.",Link,,,"11/21/2014 09:13:42 AM"," ",601,601,0,1415,1415,0,30,,9,,4,,12,,5,23,40,12,14,,,13,27,,,1,1,,1,,1,311,111,0,0,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_873258996070863,http://www.facebook.com/media/set/?set=ms.c.eJw9jtsNAzAIAzeqeJhA9l%7E_sKq7zebI5M51Rtyw6G30%7E%3Bs2z14wr82XPZj3Ica5uax%7E_yX%7E_s6%7E_cj8XBn9%7E_P8xTPOuD9sLJLo7tW4tz85Qvdw93HjPXfdruH%7E%3B0H9kd90OfyIZhrD0OWr%7E_hDfQHHJUE8.bps.a.873258996070863.1073741857.518995791497187&amp;type=1,"The game design course spent last Friday analyzing and playing games in the Studio. Game on!",Photo,,,"11/21/2014 03:00:00 AM"," ",52,52,0,139,139,0,15,,5,,1,,5,,1,12,140,,7,9,,,11,129,,0,0,,,,,101,28,0,0,8,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_869751276421635,https://www.facebook.com/VisualizationStudio/posts/869751276421635,"For all you data junkies out there...

http://www.symmetrymagazine.org/article/november-2014/cern-frees-lhc-data",Link,,,"11/20/2014 08:13:34 PM"," ",156,156,0,392,392,0,8,,3,,,,3,,,7,10,4,4,,,4,6,,,0,0,,,,,346,126,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_869616019768494,https://www.facebook.com/VisualizationStudio/posts/869616019768494,"GVU Center at Georgia Tech making an impact at VIS 2014. Congrats!",Link,,,"11/20/2014 12:42:08 PM"," ",95,95,0,265,265,0,7,,1,,1,,1,,1,6,6,2,4,,,2,4,,,0,0,,,,,228,64,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_869384433124986,https://www.facebook.com/VisualizationStudio/posts/869384433124986:0,"Happy Throwback Thursday! Our intrepid director Björn Thuresson is demonstrating one of our central showpieces at the Studio: ZAP THE BUGS! 

Read more about the 2011 Swedish Game Awards Best Innovation from one of the creators Patrick Berglind.
http://patrickberglind.com/ 

And don't miss this really cool intro sequence: http://youtu.be/d2Ua4vyMYzA. 

Image source: http://direktpress.se/sv/viivasby/Nyheter/Rundvandring-i-Nya-Messingen/

To try out Zap the Bugs, visit us",Photo,,,"11/20/2014 04:15:07 AM"," ",264,264,0,648,648,0,28,,6,,1,,6,,1,24,56,5,16,15,,6,33,17,,0,0,,,,,384,128,0,0,19,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_869162219813874,https://www.facebook.com/VisualizationStudio/posts/869162219813874,"A fascinating beginning to map IoT (Internet of Things). 

https://thingful.net/",Link,,,"11/19/2014 03:16:58 PM"," ",110,110,0,293,293,0,13,1,,,,1,,,,12,20,3,9,,,3,17,,,0,0,,,,,249,78,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_868937143169715,https://www.facebook.com/VisualizationStudio/posts/868961063167323:0,"Students of Advanced Graphics and Interaction AGI14 present their projects to an open audience as their final examination in the course. All ages are welcome. Invite family and friends.
Event Page: bit.ly/AGI14OpenHouse
RSVP: bit.ly/AGI-OH

Projects:
2PACS: http://www.csc.kth.se/~ludwigpe/agi14/2pacs/
PodRacer: http://www.student.nada.kth.se/~ahrsjo/AGI14/PodRacer/
Thrust Yourself: http://www.student.nada.kth.se/~etoh/ThrustYourself/
YA3: http://youareatree.philipshield.com/",Photo,,,"11/18/2014 09:02:00 PM"," ",158,158,0,382,382,0,30,,3,,1,,5,,1,28,74,,6,25,,,19,55,,0,0,,,,,112,27,0,0,13,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_868593926537370,https://www.facebook.com/VisualizationStudio/posts/868593926537370:0,"There is no pyramid.
http://econ.st/1oZc3NK",Photo,,,"11/18/2014 09:38:00 AM"," ",113,113,0,346,346,0,17,,,,,,,,,17,32,1,9,14,,1,12,19,,0,0,,,,,280,79,0,0,12,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_868520999877996,https://www.facebook.com/VisualizationStudio/posts/868520999877996,"All hail the virtual reality device that doesn't make you vomit, even in outer space or on a pod race. 
AGI14 project Thrust Yourself:
http://www.student.nada.kth.se/~etoh/ThrustYourself/
AGI14 project PodRacer:
http://www.student.nada.kth.se/~ahrsjo/AGI14/PodRacer/",Link,,,"11/18/2014 06:42:17 AM"," ",419,419,0,1021,1021,0,37,,6,,1,,7,,1,34,60,24,13,,,34,26,,,0,0,,,,,560,167,0,0,27,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_868225823240847,https://www.facebook.com/VisualizationStudio/posts/868225823240847,"This is the scariest visualization we have ever seen! Looks like the Earth is CO2-hemorrhagic through wounds in the USA, Europe, and Asia.",Link,,,"11/17/2014 01:38:05 PM"," ",314,314,0,832,832,0,34,,7,,1,,8,,1,33,71,1,32,,,1,70,,,0,0,,,,,637,220,0,0,28,0,0,0,0,0,190233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_867710549959041,https://www.facebook.com/VisualizationStudio/posts/867710549959041,"Our very own VIS14 alumnus Emil Harðarson's SuitMe will Get In The Ring, The Investment Battle. We wish Emil and Co. the best of luck. Make us proud Emil!",Photo,,,"11/16/2014 02:25:15 PM"," ",157,157,0,499,499,0,22,1,3,,1,1,5,,1,20,37,,20,,,,37,,,0,0,,,,,450,121,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_867366579993438,https://www.facebook.com/VisualizationStudio/posts/867366579993438,"Fun Sunday morning reading on the brain benefits of gaming. http://theconversation.com/playing-video-games-is-good-for-your-brain-heres-how-34034",Link,,,"11/16/2014 12:55:59 AM"," ",137,137,0,394,394,0,7,,2,,,,3,,,6,9,3,3,,,3,6,,,0,0,,,,,328,95,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_867061720023924,https://www.facebook.com/VisualizationStudio/posts/867061720023924,"Make us proud Furhat Svensson! You are looking good in these photos during the inauguration at Tekniska museet. Congrats!",Photo,,,"11/15/2014 09:50:37 AM"," ",143,143,0,465,465,0,22,,2,,,,2,,,21,34,,21,1,,,33,1,,0,0,,,,,417,116,0,0,21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
