"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience Targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - other","Lifetime Talking About This (Post) by action type - share","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - other","Lifetime Post Stories by action type - share","Lifetime Post Consumers","Lifetime Post Consumptions","Lifetime Post consumers by type - link clicks","Lifetime Post consumers by type - other clicks","Lifetime Post consumers by type - photo view","Lifetime Post consumers by type - video play","Lifetime Post Consumptions by type - link clicks","Lifetime Post Consumptions by type - other clicks","Lifetime Post Consumptions by type - photo view","Lifetime Post Consumptions by type - video play","Lifetime Negative feedback","Lifetime Negative Feedback from Users","Lifetime Negative feedback - hide_all_clicks","Lifetime Negative feedback - hide_clicks","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Average time video viewed","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Video length","Lifetime Percentage of viewers at each interval (video post) - 0","Lifetime Percentage of viewers at each interval (video post) - 1","Lifetime Percentage of viewers at each interval (video post) - 2","Lifetime Percentage of viewers at each interval (video post) - 3","Lifetime Percentage of viewers at each interval (video post) - 4","Lifetime Percentage of viewers at each interval (video post) - 5","Lifetime Percentage of viewers at each interval (video post) - 6","Lifetime Percentage of viewers at each interval (video post) - 7","Lifetime Percentage of viewers at each interval (video post) - 8","Lifetime Percentage of viewers at each interval (video post) - 9","Lifetime Percentage of viewers at each interval (video post) - 10","Lifetime Percentage of viewers at each interval (video post) - 11","Lifetime Percentage of viewers at each interval (video post) - 12","Lifetime Percentage of viewers at each interval (video post) - 13","Lifetime Percentage of viewers at each interval (video post) - 14","Lifetime Percentage of viewers at each interval (video post) - 15","Lifetime Percentage of viewers at each interval (video post) - 16","Lifetime Percentage of viewers at each interval (video post) - 17","Lifetime Percentage of viewers at each interval (video post) - 18","Lifetime Percentage of viewers at each interval (video post) - 19","Lifetime Percentage of viewers at each interval (video post) - 20","Lifetime Percentage of viewers at each interval (video post) - 21","Lifetime Percentage of viewers at each interval (video post) - 22","Lifetime Percentage of viewers at each interval (video post) - 23","Lifetime Percentage of viewers at each interval (video post) - 24","Lifetime Percentage of viewers at each interval (video post) - 25","Lifetime Percentage of viewers at each interval (video post) - 26","Lifetime Percentage of viewers at each interval (video post) - 27","Lifetime Percentage of viewers at each interval (video post) - 28","Lifetime Percentage of viewers at each interval (video post) - 29","Lifetime Percentage of viewers at each interval (video post) - 30","Lifetime Percentage of viewers at each interval (video post) - 31","Lifetime Percentage of viewers at each interval (video post) - 32","Lifetime Percentage of viewers at each interval (video post) - 33","Lifetime Percentage of viewers at each interval (video post) - 34","Lifetime Percentage of viewers at each interval (video post) - 35","Lifetime Percentage of viewers at each interval (video post) - 36","Lifetime Percentage of viewers at each interval (video post) - 37","Lifetime Percentage of viewers at each interval (video post) - 38","Lifetime Percentage of viewers at each interval (video post) - 39","Lifetime Percentage of viewers at each interval (video post) - 40","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views"
518995791497187_905479866182109,https://www.facebook.com/VisualizationStudio/posts/905479866182109:0,"Here's some info on this year's Swedish Game Awards (SGA). They have an event tomorrow, Wednesday January 21, from 9:00 to 12:00 at KTH Royal Institute of Technology.",Photo,,,"01/20/2015 03:02:12 AM"," ",176,176,0,517,517,0,13,,3,,,,3,,,12,40,,5,12,,,15,25,,0,0,,,,,476,138,0,0,10,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1023380604342688,https://www.facebook.com/events/1023380604342688/,"Simulations of Solar Wind in the Magnetosphere",Status,,,"01/19/2015 01:01:53 PM"," ",93,93,0,200,200,0,2,,,1,,,,3,,1,1,,1,,,,1,,,0,0,,,,,165,59,0,0,1,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_902960883100674,http://www.facebook.com/media/set/?set=ms.c.eJw9zcENwDAIQ9GNKoITg%7E%3BdfrE0JOT59I2QumsgJSHq0jfTtGCh%7E%3BHcOM5OmR1aM9fvvsfdR%7E_dXcFwxa7r%7E_r3XttI3P9lewEpSSBi.bps.a.902960883100674.1073741863.518995791497187&amp;type=1,"Mario had a wonderful time visiting the Visual Arena in Gothenburg. Its visualization screen is a 4K 3x6m stereoscopic monster. Heaven! :D

http://visualarenalindholmen.se/",Photo,,,"01/15/2015 06:11:01 AM"," ",475,475,0,1533,1533,0,81,1,10,,1,2,12,,1,77,586,2,65,48,,2,125,459,,0,0,,,,,976,240,0,0,65,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_901906829872746,http://www.facebook.com/media/set/?set=ms.c.eJw9y9sNADEMAsGOTvgRY%7E%3BpvLJJzyedoQTChmrVCif40lh%7E%3BH7041nZnXa7rhORwF8v5t9sENpb0TcQ%7E-%7E-.bps.a.901906829872746.1073741862.518995791497187&amp;type=1,"Atie and Carla defended their MS thesis with style!",Photo,,,"01/13/2015 12:37:58 AM"," ",552,552,0,1767,1767,0,132,,12,,2,,13,,3,126,941,,82,90,,,143,798,,0,0,,,,,1060,271,0,0,85,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1374680652838148,https://www.facebook.com/events/1374680652838148/,"MS Thesis Defense Henrik Boström",Status,,,"01/09/2015 05:02:18 AM"," ",147,147,0,339,339,0,8,,2,1,,,2,2,,6,6,,6,,,,6,,,0,0,,,,,263,96,0,0,7,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_760074367407729,https://www.facebook.com/events/760074367407729/,"MS Thesis Defense Susanne Forchheimer",Status,,,"01/08/2015 04:58:14 AM"," ",135,135,0,310,310,0,12,,4,1,,,7,2,,8,8,,8,,,,8,,,0,0,,,,,208,80,0,0,11,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_404701026363163,https://www.facebook.com/events/404701026363163/,"MS Thesis Defense Carla Griggio",Status,,,"01/07/2015 02:01:41 PM"," ",148,148,0,298,298,0,7,,5,1,,,5,2,,2,3,,2,,,,3,,,0,0,,,,,214,94,0,0,6,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_771216926298035,https://www.facebook.com/events/771216926298035/,"MS Thesis Defense Atie Daghlawi",Status,,,"01/07/2015 01:28:03 PM"," ",128,128,0,238,238,0,4,,3,1,,,3,2,,1,1,,1,,,,1,,,0,0,,,,,162,77,0,0,3,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_897338790329550,https://www.facebook.com/VisualizationStudio/posts/897339070329522,"AGI13 project Dispersion plays with light splitting and reflection to challenge players to hit targets using table-top interaction and fiducials.",Photo,,,"01/05/2015 10:07:04 AM"," ",3,3,0,4,4,0,9,,3,,,,3,,,7,20,,,7,,,,20,,0,0,,,,,2,1,0,0,6,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_897313093665453,https://www.facebook.com/VisualizationStudio/posts/897313093665453,"The twelve 2014 highlights of VIC: on the twelfth day of highlights we share augmented reality again - this is the post with the highest reach (5,176) and views (2,283) in Visualization Studio VIC history. Thanks for a fantastic year! Now, a short break before we gear up for the wonder of our students' work in 2015.",Link,,,"01/05/2015 09:03:54 AM"," ",301,301,0,903,903,0,15,,3,,1,,3,,1,13,39,,13,,,,39,,,1,1,,1,,1,849,253,0,0,14,0,0,0,0,0,51217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_896376570425772,https://www.facebook.com/VisualizationStudio/videos/896376570425772/,"The twelve 2014 highlights of VIC: on the eleventh day of highlights two contestants battled over pinball - Pinball Battle is a student project in our game design course.

http://students.washington.edu/toreh/pinballBattle/index.html",Video,,,"01/04/2015 12:34:56 PM"," ",591,591,0,1731,1731,0,30,,5,,1,,5,,1,25,41,1,13,,15,1,22,,18,1,1,,1,,1,1150,311,0,0,23,14006,65,61,0,0,23089,1,0.7793,0.6024,0.4791,0.4414,0.3857,0.3559,0.33,0.3082,0.2962,0.2664,0.2525,0.2425,0.2425,0.2227,0.2127,0.1988,0.1769,0.169,0.169,0.1531,0.1451,0.1412,0.1312,0.1272,,,,,,,,,,,,,,,,,220,193,0,0
518995791497187_895431157186980,https://www.facebook.com/VisualizationStudio/videos/895431157186980/,"The twelve 2014 highlights of VIC: on the tenth day of highlights a pianist played a tree - Music Tree, a branching visualization of music from our students in the Information Visualization course, competed and was nominated at the C Awards. 

http://www.cawards.se/project/music-tree/",Video,,,"01/03/2015 11:41:26 AM"," ",1619,1619,0,3923,3923,0,113,1,12,,5,2,13,,8,105,182,4,71,,50,4,119,,59,1,1,,1,,1,1152,347,0,0,50,13613,187,170,0,0,19432,1,0.7565,0.5723,0.5094,0.4735,0.4322,0.3801,0.3504,0.3342,0.3154,0.2965,0.2776,0.2704,0.2498,0.2336,0.2273,0.2165,0.2049,0.1977,0.1896,0.186,,,,,,,,,,,,,,,,,,,,,507,441,0,0
518995791497187_894583713938391,https://www.facebook.com/VisualizationStudio/videos/894583713938391/,"The twelve 2014 highlights of VIC: on the ninth day of highlights two players played one Pac - 2Pacs is a student project in advanced graphics and interaction. Enjoy the first weekend of 2015!

http://www.csc.kth.se/~ludwigpe/agi14/2pacs/",Video,,,"01/01/2015 08:25:00 PM"," ",688,688,0,1776,1776,0,36,,3,,1,,5,,1,34,59,1,23,,19,1,32,,26,0,0,,,,,888,296,0,0,26,9251,112,99,0,0,12412,1,0.842,0.6936,0.5915,0.5472,0.447,0.3931,0.3661,0.3622,0.3141,0.2871,0.2775,0.2794,0.2601,0.2486,0.2293,0.2177,,,,,,,,,,,,,,,,,,,,,,,,,249,210,0,0
518995791497187_894011330662296,https://www.facebook.com/VisualizationStudio/posts/894011330662296,"The twelve 2014 highlights of VIC: on the eighth day of highlights the racer sped a pod - PodRacer is a project from our advanced graphics and interaction students combining haptic feedback on Novint Falcons with Virtual Reality on the Oculus and custom Unity graphic effects. Happy 2015! 

http://www.student.nada.kth.se/~ahrsjo/AGI14/PodRacer/",Link,,,"01/01/2015 09:21:11 AM"," ",591,591,0,1665,1665,0,19,1,4,,2,1,5,,3,15,23,2,13,,,2,21,,,1,1,,1,,1,1019,256,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_893171757412920,https://www.facebook.com/VisualizationStudio/posts/893179687412127,"Visualization Studio VIC's cover photo",Photo,,,"12/31/2014 09:34:01 AM"," ",0,0,0,0,0,0,13,,4,,,,4,,,11,37,,,11,,,,37,,0,0,,,,,0,0,0,0,8,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_893000057430090,https://www.facebook.com/VisualizationStudio/videos/893000057430090/,"The twelve 2014 highlights of VIC: on the seventh day of highlights the Artist sketched in 3D - these are the first few minutes of Konstfack artist Tove Kjellmark interacting with Flying Colors without prior training. Happy 2015!

We are releasing  Flying Colors 3D this Friday. Like us at facebook.com/FlyingColors3D !

http://www.cawards.se/project/flying-colors/",Video,,,"12/31/2014 03:00:00 AM"," ",547,547,0,1308,1308,0,39,4,6,,1,9,8,,2,35,64,,22,,22,,32,,32,0,0,,,,,704,249,0,0,29,30030,46,38,0,0,30030,1,0.8848,0.6874,0.551,0.4543,0.4199,0.3801,0.3603,0.3364,0.3166,0.2821,0.2689,0.253,0.2437,0.2331,0.2079,0.1907,0.1629,0.143,0.1298,0.1311,0.1272,0.1126,0.0993,0.094,0.0874,0.0834,0.0861,0.0781,0.0742,0.0715,0.0715,0.0662,,,,,,,,,156,133,0,0
518995791497187_892465904150172,https://www.facebook.com/VisualizationStudio/videos/892465904150172/,"The twelve 2014 highlights of VIC: on the sixth day of highlights we saw a VR molecule - our students in Scientific Visualization created an Oculus-driven virtual-reality molecule visualization. Happy New Year!",Video,,,"12/30/2014 09:50:27 AM"," ",734,734,0,1976,1976,0,44,2,10,,2,5,11,,2,39,68,,29,,14,,53,,15,1,1,,1,,1,911,271,0,0,29,18253,72,66,0,0,22689,1,0.8499,0.6984,0.636,0.5513,0.5097,0.4547,0.4264,0.3863,0.367,0.3269,0.3016,0.2764,0.2675,0.2437,0.2288,0.2273,0.2065,0.1947,0.1783,0.1724,0.1634,0.159,0.1129,0.104,,,,,,,,,,,,,,,,,269,238,0,0
518995791497187_891392550924174,https://www.facebook.com/VisualizationStudio/videos/891392550924174/,"The twelve 2014 highlights of VIC: on the fifth day of highlights our studio opened its house - advanced graphics and interaction students hosted the most successful Open House ever.",Video,,,"12/29/2014 12:08:52 PM"," ",1089,1089,0,2956,2956,0,65,5,12,,2,6,16,,5,59,138,,31,,41,,84,,54,0,0,,,,,974,292,0,0,35,17267,86,70,0,0,30900,1,0.8492,0.6676,0.5695,0.4905,0.4656,0.4319,0.4056,0.3939,0.3499,0.3206,0.3133,0.3001,0.2753,0.265,0.2533,0.2401,0.2269,0.2225,0.2108,0.2035,0.1962,0.1903,0.1859,0.183,0.1816,0.1728,0.1654,0.1537,0.1537,0.1376,0.1288,0.1245,,,,,,,,,346,277,0,0
518995791497187_890532674343495,https://www.facebook.com/VisualizationStudio/videos/890532674343495/,"The twelve 2014 highlights of VIC: on the fourth day of highlights a blind defender kicked some Soundsteroids - a Kinect-driven, gesture-based, eyes-free, sound-localized game created by our students in Multimodal Interaction and Interfaces.

http://blog.klava.se/assets/posts/sonic-attack/project-report.pdf",Video,,,"12/27/2014 11:17:00 PM"," ",2364,2364,0,6723,6723,0,199,5,10,,4,11,15,,11,194,336,6,153,,70,7,248,,81,1,1,,1,,1,1182,305,0,0,46,34422,220,198,0,0,49783,1,0.7678,0.62,0.5391,0.4911,0.4704,0.4496,0.4172,0.3952,0.3722,0.3666,0.3511,0.3398,0.332,0.3186,0.3091,0.2901,0.281,0.2711,0.2624,0.2564,0.246,0.2378,0.23,0.2175,0.2032,0.1997,0.1751,0.1803,0.1535,0.1505,0.1401,0.131,0.1275,0.1176,0.1211,0.1115,0.1055,0.1003,0.0951,0.0908,910,782,0,0
518995791497187_889794354417327,https://www.facebook.com/VisualizationStudio/videos/889794354417327/,"The twelve 2014 highlights of VIC: on the third day of highlights a space walker (almost) made it home - in Thrust Yourself, a project in our Advanced Graphics and Interaction course.

http://www.student.nada.kth.se/~etoh/ThrustYourself/ Enjoy the holidays!",Video,,,"12/27/2014 01:53:32 PM"," ",1858,1858,0,5291,5291,0,131,,3,,2,,4,,8,129,200,6,77,,78,6,109,,85,0,0,,,,,1046,274,0,0,32,33700,170,162,0,0,33700,1,0.8459,0.6925,0.6508,0.5683,0.5286,0.5184,0.4727,0.4619,0.4409,0.383,0.3709,0.3085,0.3081,0.2763,0.2566,0.2553,0.2309,0.2142,0.2102,0.183,0.1764,0.1505,0.1439,0.139,0.1284,0.1298,0.1202,0.1041,0.1041,0.0887,0.0877,0.0772,0.0641,0.0604,0.0575,0.0535,,,,,595,511,0,0
518995791497187_888803564516406,https://www.facebook.com/VisualizationStudio/posts/888803564516406,"The twelve 2014 highlights of VIC: on the second day of highlights Obscurus won a C-award - the Public Magnet Award at the C Awards, April 2014. Enjoy the holidays!",Link,,,"12/26/2014 08:03:29 AM"," ",259,259,0,884,884,0,12,,5,,,,6,,,9,27,,9,,,,27,,,1,1,1,,1,,807,211,0,0,12,0,0,0,0,0,267066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_888262487903847,https://www.facebook.com/VisualizationStudio/videos/888262487903847/,"The twelve 2014 highlights of VIC: on the first day of highlights a Rockstar ran away - a project in our Game Design course. Enjoy the holidays! 

http://www.csc.kth.se/~peternyc/rockstar/",Video,,,"12/25/2014 11:06:20 AM"," ",1262,1262,0,3898,3898,0,59,1,6,,1,1,7,,5,57,90,5,35,,28,6,55,,29,0,0,,,,,964,268,0,0,27,50687,35,33,0,0,158958,1,0.3454,0.2366,0.2098,0.1857,0.1744,0.158,0.1511,0.139,0.1313,0.1226,0.1174,0.1054,0.101,0.095,0.0924,0.0898,0.0898,0.0855,0.076,0.0725,0.0682,0.0665,0.0587,0.0596,0.0544,0.0561,0.0553,0.0492,0.0415,0.0406,0.038,0.0354,0.0363,0.0345,0.0328,0.0311,0.032,0.0311,0.0294,0.0242,344,277,0,0
518995791497187_887164034680359,https://www.facebook.com/VisualizationStudio/posts/887164034680359:0,"Happy holidays from Visualization Studio VIC!",Photo,,,"12/23/2014 01:29:11 PM"," ",466,466,0,1214,1214,0,40,,17,,1,,21,,1,26,77,,14,22,,,43,34,,0,0,,,,,780,254,0,0,28,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_884122164984546,https://www.facebook.com/VisualizationStudio/posts/884122164984546,"Here are websites and videos from the projects in this year's game design course. Give the students cheers and constructive criticism!

Shopping Wars: http://shoppingwars.tumblr.com/
Polarity Bear: http://kricka91.github.io/Polarity-Bear/
Re:Peter: http://www.csc.kth.se/~robinch/game-design/#/
gRabbit: http://annatjornebro.wix.com/grabbit---cgd---kth
Rockstar Simulator: http://www.csc.kth.se/~peternyc/rockstar/
Reach the Sky: http://reachtheskygame.se/
Pinball Battle: http://tinyurl.com/pinballBattle",Link,,,"12/18/2014 05:08:33 AM"," ",167,167,0,485,485,0,20,,5,,,,5,,,17,37,7,13,,,11,26,,,0,0,,,,,415,120,0,0,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_884068548323241,http://www.facebook.com/media/set/?set=ms.c.eJw1x8ENACAIA8CNDCot7f6LGSPe76QMCjUJotZQPy078O%7E%3B33Sfu5TqkJw0w.bps.a.884068548323241.1073741861.518995791497187&amp;type=1,"MS Thesis Defense Anton Holmberg and Sebastian Östlund Dec 17",Photo,,,"12/18/2014 02:45:52 AM"," ",482,482,0,1293,1293,0,113,1,13,,2,5,13,,3,107,656,,74,73,,,157,499,,0,0,,,,,816,226,0,0,74,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_883032265093536,https://www.facebook.com/VisualizationStudio/posts/883032265093536,"Our students at IGN (Imagine Games Network)!",Link,,,"12/16/2014 03:54:41 AM"," ",577,577,0,1764,1764,0,22,,2,,1,,2,,1,20,30,14,8,,,14,16,,,1,1,,1,,1,1079,224,0,0,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_799947600065367,https://www.facebook.com/events/799947600065367/,"MS Thesis Defense Sebastian Östlund",Status,,,"12/16/2014 12:36:42 AM"," ",106,106,0,235,235,0,7,,,1,,,,2,,6,7,,6,,,,7,,,0,0,,,,,204,80,0,0,6,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_739286872830679,https://www.facebook.com/events/739286872830679/,"MS Thesis Defense Anton Holmberg",Status,,,"12/16/2014 12:31:40 AM"," ",75,75,0,160,160,0,5,,,1,,,,2,,4,6,,4,,,,6,,,0,0,,,,,134,52,0,0,4,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_882508681812561,https://www.facebook.com/VisualizationStudio/posts/882508681812561,"This morning, the students in Computer Game Design presented their final projects. They've been working part-time for 5 weeks and realized seven new game concepts together with fully playable demos/vertical slices. Very impressive!",Photo,,,"12/15/2014 05:11:26 AM"," ",262,262,0,788,788,0,55,,8,,,,8,,,52,101,,51,2,,,99,2,,0,0,,,,,703,199,0,0,49,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_882394618490634,https://www.facebook.com/VisualizationStudio/videos/882394618490634/,"What Advanced Graphics and Interaction in the Visualization Studio VIC is like. Have a wonderful week!",Video,,,"12/15/2014 12:48:25 AM"," ",942,942,0,2529,2529,0,87,2,19,,2,2,21,,3,77,137,,56,,40,,84,,53,0,0,,,,,1177,323,0,0,49,116561,46,43,0,0,173480,1,0.6209,0.5029,0.4674,0.4395,0.406,0.3954,0.3781,0.3618,0.3599,0.333,0.3186,0.3081,0.3071,0.2956,0.2793,0.2601,0.2534,0.2399,0.2313,0.2054,0.1996,0.1871,0.1756,0.1737,0.1516,0.1468,0.1411,0.1286,0.1132,0.1056,0.094,0.0931,0.0777,0.0749,0.0681,0.0624,0.0537,0.0461,0.0461,0.0365,363,291,0,0
518995791497187_880916705305092,https://www.facebook.com/VisualizationStudio/posts/880916705305092,"Our advanced graphics and interaction students are featured on Epson's press release. Congrats!",Link,,,"12/12/2014 05:33:39 AM"," ",656,656,0,1984,1984,0,27,,11,,2,,14,,3,20,29,16,4,,,16,13,,,1,1,,1,,1,1191,247,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_880619595334803,https://www.facebook.com/VisualizationStudio/videos/880619595334803/,"Retro Augmented Reality for you from invadAR, a project of the advanced graphics and interaction students with sponsorship from Visualization Studio VIC and Epson. For more information, please visit: 
http://www.student.nada.kth.se/.../AGI14/Project2/invadAR/",Video,,,"12/11/2014 02:27:02 PM"," ",696,696,0,1776,1776,0,50,1,10,,1,1,10,,2,46,98,2,30,,26,3,62,,33,0,0,,,,,1001,309,0,0,39,67639,32,30,0,0,67639,1,0.8298,0.739,0.6769,0.6453,0.6137,0.6045,0.5698,0.5443,0.526,0.4985,0.4485,0.4302,0.421,0.4047,0.3904,0.3741,0.3649,0.3405,0.3242,0.3058,0.2559,0.2436,0.2263,0.208,0.1978,0.1957,0.1804,0.1651,0.1539,0.1417,0.1193,0.1111,0.107,0.0928,0.0887,0.0887,0.0765,0.0591,0.0316,0.0285,252,214,0,0
518995791497187_878865562176873,http://www.facebook.com/media/set/?set=ms.c.eJxFVluSBCEIu9GWoAjc%7E%3B2JrJ8aZv1QQY3j0VFalj4gYHZF%7E%3BdfDeNiNs2GrimrtqTQ%7E%3Bh5W65o2587Pxwbb%7E_44os%7E%3BKcTjfPg9Hz2QP%7E%3B1hnJ%7E_PN%7E%3BJ29Qzi%7E%3BXB%7E_%7E_VaV8AJu8Yb7VrYw41PxbsRLmPx%7E_fEPPuPr3xHuz5c%7E_aiA8XDvClfGtBrylfOOLXFCY%7E%3BHl84%7E%3B967cX9u3Z%7E%3BU6%7E_th8KHz5V%7E_%7E_UYqvAM58GPFL5%7E_l3yu%7E%3Bd9G%7E%3Bo%7E%3Bu4Pz97ESf%7E_H%7E%3BM%7E%3BBfNKTrMdUPdKozx6mf5bCk%7E%3BEuvMlP4cR9Ky529NPMIUx%7E_Pr7Ab%7E_Wf8HOrH85DEe%7E%3BzYfLKFwPn332s51Y9D4%7E%3BzJr1BPUvnN9671T8HI15%7E_5kb9z0%7E_4v3nrFk74szV%7E%3BmRN83fpkYT5b9UzWb6t%7E_2U5eejrJS2%7E%3BTj3n1nMbGPHcIM95vfNlGvrWFUS%7E_vx9M%7E%3BzXc59Y%7E%3BUvlg476V9sbg%7E%3BdP9Cf%7E%3BnLz%7E%3BlwzUcF7x%7E%3Bi6W%7E%3BI30q8P94%7E_SvviS%7E%3BUu%7E_vn2WSXvM%7E_Urvkf1rEL%7E%3B%7E_NPfQaz30b%7E_Qfz0wj9ZLGPUq6WkbxC7MePVTm5MfwvDz7ct2%7E_HdUXjznxy%7E%3BNY0%7E%3B4%7E_fZhT8yfaR%7E%3B0GsQhjPlaNYXxXlspjH4szV8H9T09wfip%7E_M33Db1vQ%7E_9xWRh%7E_m0sv65OqT%7E_eCnqcvm1j3FfrBnp7ie03nG%7E%3B2wnj%7E%3BNfNoHzX1md%7E%3B7yTCLuv9%7E_ns87QP8taGPUZtz4HM5%7E%3BFxY76al8eTH6IX8g3Szy%7E%3BlyN%7E_GPyd97M%7E_UR%7E%3Btt2%7E_dgr%7E%3Bz%7E%3BWHcd%7E%3B3Ps3gRP6WP%7E%3BT1D8d%7E_CGL2f%7E%3BkI%7E%3BjPt9ObiJ98WNfbLvvjz3UN%7E%3Bdj9%7E%3B6Bjbx9tXftX%7E_%7E_rw945Tf6MeWH0S%7E%3Btp4OT%7E%3BPXfJvzyFo9%7E_9r79nLaQ30v58b0960rnF%7E%3BUs6aF%7E%3Bnj%7E_M%7E_%7E_WfxUb807MxT773w%7E_SVfzPeFc%7E%3B%7E_jZY%7E_9q%7E_H3kv%7E%3BQ%7E%3B4b%7E_tfb5Gcl%7E_FR8M18qX2N%7E_tN%7E%3BO%7E%3B7GvP%7E%3BysoX%7E%3BZGP7W.bps.a.878865562176873.1073741860.518995791497187&amp;type=1,"The Advanced Graphics and Interaction AGI14 students hosted the most successful Open House in Studio history. Cogratulations! For more information on the projects, please visit: 
https://www.kth.se/social/course/DH2413/page/agi14-vic-kth-open-house/

Photos by: Sergej Gratchev and Mario Romero",Photo,,,"12/08/2014 01:58:50 PM"," ",1739,1739,0,5357,5357,0,297,2,13,,2,3,15,,18,293,10670,6,154,252,,6,318,10346,,1,1,,1,,1,1409,270,0,0,92,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_877582848971811,https://www.facebook.com/VisualizationStudio/posts/877582848971811:0,"Thank you for your 500 likes!",Photo,,,"12/06/2014 04:58:51 AM"," ",299,299,0,915,915,0,16,,8,,1,,13,,1,10,28,,8,4,,,24,4,,0,0,,,,,608,152,0,0,14,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_878613938868702,https://www.facebook.com/VisualizationStudio/posts/878614515535311:0,"Students of Advanced Graphics and Interaction AGI14. Celebrating the most successful Open House in Visualization Studio VIC's history. Congratulations!",Photo,,,"12/05/2014 03:00:00 AM"," ",238,238,0,701,701,0,61,,10,,1,,13,,3,52,123,,11,50,,,27,96,,0,0,,,,,261,37,0,0,39,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_876530262410403,https://www.facebook.com/VisualizationStudio/posts/876530262410403,"Happy Throwback Thursday! Three years ago, our 2014 Teacher of the Year Award winner Mario Romero, presented Brailletouch at CNN. [CNN en Español abajo.]
http://www.cnn.com/video/data/2.0/video/bestoftv/2012/02/25/nr-smartphone-braille-keyboard.cnn.html",Link,,,"12/04/2014 12:40:01 AM"," ",244,244,0,731,731,0,47,4,22,,4,4,24,,4,25,49,5,23,,,6,43,,,0,0,,,,,606,164,0,0,29,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
